235173;Ibrahim Sangaré;Ibrahim Sangare;22;CDM CM;Right;52;35;191;77;6;€13.5K;€16M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p235173.png?v=22;
156519;Héctor Herrera;Hector Herrera;30;CM;Right;11;104;185;78;16;€62K;€24.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p156519.png?v=22;
227275;Agustín Rossi;Agustin Rossi;24;GK;Right;38;126;195;95;17;€14K;€9.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p227275.png?v=22;
223113;Krzysztof Piątek;Krzysztof Piatek;25;ST;Right;250;83;183;77;9;€44.5K;€15M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p223113.png?v=22;
201505;David López;David Lopez;30;CB CDM;Right;104;145;183;81;15;€9.6K;€8.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p201505.png?v=22;
192366;Nicolás Otamendi;Nicolas Otamendi;32;CB;Right;43;126;183;76;30;€16.5K;€13.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p192366.png?v=22;
231747;Kylian Mbappé;Kylian Mbappe;21;ST LW;Right;20;97;178;73;7;€160K;€185.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p231747.png?v=22;
207865;Marquinhos;Marquinhos;26;CB CDM;Right;20;56;183;75;5;€135K;€92.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p207865.png?v=22;
222715;Otávio;Otavio;26;CDM CM;Right;245;56;176;73;5;€29.5K;€11.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p222715.png?v=22;
182494;Fernando Muslera;Fernando Muslera;34;GK;Right;23;50;190;74;1;€64K;€5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p182494.png?v=22;
231447;Donyell Malen;Donyell Malen;21;ST;Right;52;155;179;78;9;€18.5K;€36M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p231447.png?v=22;
239301;Lisandro Martínez;Lisandro Martinez;22;CB LB CDM;Left;21;126;178;77;21;€14.5K;€20.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p239301.png?v=22;
230621;Gianluigi Donnarumma;Gianluigi Donnarumma;21;GK;Right;19;70;196;90;99;€36.5K;€88.5M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p230621.png?v=22;
228702;Frenkie de Jong;Frenkie de Jong;23;CM CDM CB;Right;4;155;180;74;21;€210K;€102M;https://cdn.fifacm.com/content/media/imgs/fifa21/players/p228702.png?v=22;
